119.6	143.16	185.92
134.32	147.35	177.55
50.841	71.897	111.87
37.712	57.697	91.655
32.568	47.096	74.943
202.95	186.43	169.36
222.92	204.38	179.44
126.38	143.47	175.09
123.19	147.43	186.4
89.72	91.047	100.68
44.881	70.937	109.73
120.98	138.56	167.05
29.592	59.95	97.259
157.61	147.77	140.52
227.93	212.58	189.54
117.83	147.09	190.37
7.5543	50.66	94.469
130.32	155.5	187.95
38.798	90.976	137.22
26.003	85.662	132.59
164.09	152.97	142.24
201.08	186.78	166.25
31.315	30.208	32.79
73.293	156.38	207.11
61.004	90.599	127.28
174.77	165.24	153.01
136.52	161.18	190.33
138.26	156.82	181.66
131.41	160.85	195.09
60.589	145.14	196.78
234.3	222.97	201.89
50.107	79.296	113.33
136	156.8	181.68
237.55	217.16	191.02
43.31	64.607	90.589
40.805	66.18	95.791
54.152	82.932	116.19
147.75	167.51	189.46
137.46	168.38	201.31
40.776	62.992	89.721
232.69	204.13	172.48
65.804	93.779	129.36
42.444	55.474	72.573
157.04	175.38	195.49
47.174	72.436	102.99
149.63	177.13	203.52
146.77	176.7	208.79
239.98	210.59	174.98
64.589	92.563	128.31
163.25	181.15	200.25
53.914	77.233	106.59
209.65	195.17	177.38
66.636	88.918	123.61
244.14	213.72	176.86
162.5	184.64	207.79
57.217	58.138	40.375
67.437	89.09	117.25
147.6	178.13	213.25
